facility_name,facility_type,latitude,longitude,huc8,river_segment,permit_status,primary_sic_code,parameter_groups,parameter_groups_available,manganese_parameter_flag,compliance_violation_flag,data_year_start,data_year_end,npdes_ids,compliance_status,cwa_compliance_status,significant_violation_flag,quarters_with_noncompliance_3y,inspection_count_5y,formal_enforcement_actions_5y,permit_type_label,facility_city,facility_state,facility_county,registry_id,active_flag,source_notes
CHEETAH DIRT,industrial,34.503889,-82.704167,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFT0,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071912644,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHEETAH DIRT - LOT 1,industrial,34.503271,-82.70285,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZJ08,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071997558,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHEROKEE KNOLL,industrial,34.649167,-82.565833,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDNJ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WILLIAMSTON,SC,ANDERSON COUNTY,110071932625,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHEROKEE ROAD OVER US 29 BORROW PIT,industrial,34.650556,-82.532019,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZABD,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,GREENVILLE COUNTY,110071930966,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHI BORROW PIT,industrial,34.313417,-82.813027,03060103,Upper Savannah,No Violation Identified,1629,[],0,0,0,2023,2026,GAR18A82B,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,HARTWELL,GA,HART COUNTY,110071896771,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHILDS VAULT COMPANY,industrial,34.54807,-82.57336,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR004728,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110031417580,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHIQUOLA INDUSTRIAL PRODUCTS ABBEVILLE,industrial,34.431524,-82.387616,03060103,Upper Savannah,Terminated Permit,2261,[],0,0,0,2023,2026,SCR003346,No Violation Identified,Terminated Permit,0,0,0,0,Non-M,HONEA PATH,SC,ABBEVILLE COUNTY,110006119798,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CHOMARAT NORTH AMERICA,industrial,34.48103,-82.65814,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR006454,No Violation Identified,No Violation Identified,0,0,3,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110031184386,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"CHURCH'S CHICKEN OF HARTWELL, GA",industrial,34.3544,-82.916,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR18B0F0,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,HARTWELL,GA,HART COUNTY,110071847129,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF ANDERSON CONCESSIONS RESTROOM AND BALL FIELDS,municipal,34.50938,-82.65541,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z88E,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071921622,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF ANDERSON MS4,municipal,34.501087,-82.649467,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR030701,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071726071,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CITY OF BELTON MS4,municipal,34.52173,-82.49706,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR030703,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,BELTON,SC,ANDERSON COUNTY,110002257236,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"CLARK LANE COMMONS (OR CHARLESTON COMMONS) PHASE 1 LOTS 13, 16-22 & 24",industrial,34.489444,-82.618889,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGLH,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,WILLIAMSBURG COUNTY,110071926613,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLARKE TOWNHOMES LOTS 1-89,industrial,34.491111,-82.615556,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDML SCR10ZGCM,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071917831,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CLINKSCALES GARAGE INC,industrial,34.437097,-82.485708,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR004833,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,BELTON,SC,ANDERSON COUNTY,110071436486,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
COLONIAL PIPELINE LINE 01 EXPOSURE MILKY WAY FARM,industrial,34.37271,-82.75803,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZK8X,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,STARR,SC,ANDERSON COUNTY,110072132869,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
COOPER SAND & GRAVEL CO. INC./ROCKY RIVER MINE,industrial,34.350278,-82.567222,03060103,Upper Savannah,No Violation Identified,1442,[],0,0,1,2023,2026,SCG731503,No Violation Identified,No Violation Identified,0,1,0,0,Non-M,ANDERSON,SC,,110070518248,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CORNERSTONE CHURCH,industrial,33.928611,-82.697778,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,GAR138712,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,UNKNOWN,GA,,110070025440,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
COX CREEK INTERCEPTOR SEWER REPLACEMENT,municipal,34.51882,-82.631097,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZC3A,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071914704,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CREEKSTONE SUBDIVISION LOT 15,industrial,34.4123,-82.9695,03060103,Upper Savannah,No Violation Identified,1521,[],0,0,0,2023,2026,GAR396C3D GAR396C42 GAR396C43 GAR396C46 GAR396C47 GAR3972EA GAR3972EC GAR3972ED GAR3972F6 GAR3972FC GAR3972FD,No Violation Identified,No Violation Identified,0,0,6,0,Non-M,HARTWELL,GA,HART COUNTY,110071943711,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CRESTCREEK TRACT C,industrial,34.564722,-82.609722,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8RV,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071931139,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CRESTCREEK TRACT D,industrial,34.55583,-82.61481,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9TX,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071918602,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CROSSVINE PARK,industrial,34.466111,-82.640556,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGFX,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071916140,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
CULVER'S ANDERSON,industrial,34.550859,-82.630261,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZC8E,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071918060,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
D & K FARM,industrial,34.246209,-82.974413,03060103,Upper Savannah,Terminated Permit,,[],0,0,0,2023,2026,GAR154254,,Terminated Permit,0,0,1,0,Non-M,DEWEY ROSE,GA,,110070389053,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DARBY METALWORKS,industrial,34.47522,-82.57972,03060103,Upper Savannah,Terminated Permit,3443,[],0,0,0,2023,2026,SCR001098 SCR002950 SCRNE0787,No Violation Identified,Terminated Permit,0,0,1,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110021093163,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DAVID HILL POULTRY HOUSES (ELBERT COUNTY),industrial,34.196,-82.9641,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,GAR153472,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,UNKNOWN,GA,,110070098058,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DEMOLITION OF FORMER LINCOLN COUNTY MIDDLE SCHOOL,municipal,33.793696,-82.470721,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,GAR149596,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,LINCOLNTON,GA,LINCOLN COUNTY,110070010467,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DENARD FARMS LLC,industrial,33.8368,-82.72063,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR18A9A3,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WASHINGTON,GA,WILKES COUNTY,110072149250,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DENNIS HUSON,industrial,34.064322,-82.703659,03060103,Upper Savannah,No Violation Identified,1521,[],0,0,0,2023,2026,GAR397201,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ELBERTON,GA,ELBERT COUNTY,110072108372,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DENNY TRAN FARM,industrial,34.30993,-82.96174,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR18B940,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,HARTWELL,GA,HART COUNTY,110071997179,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DEPARTMENT OF NATURAL RESOURCES (ELIJAH CLARK STATE PARK WPCP),municipal,33.855181,-82.402146,03060103,Upper Savannah,No Violation Identified,4952,[],0,0,0,2023,2026,GAG550019,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,LINCOLNTON,GA,LINCOLN COUNTY,110008994892,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"DEPARTMENT OF THE ARMY, SAVANNAH DISTRICT CORPS OF ENGINEERS (RICHARD B. RUSSELL",industrial,34.024972,-82.596556,03060103,Upper Savannah,No Violation Identified,4911,[],0,0,0,2023,2026,GA0037524,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,ELBERTON,GA,ELBERT COUNTY,110006777540,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"DEPT OF ARMY, SAVANNAH DISTRICT COE (HARTWELL POWERPLANT)",industrial,34.35035,-82.81846,03060103,Upper Savannah,No Violation Identified,4911,[],0,0,0,2023,2026,GA0037516,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,HARTWELL,GA,HART COUNTY,110006890132,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DHEC ELISKIM RCRA POSTCLOSURE,industrial,34.446389,-82.660278,03060103,Upper Savannah,Terminated Permit,9999,[],0,0,0,2023,2026,SC0047210,No Violation Identified,Terminated Permit,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110001119995,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"DIETZE AND SCHELL MANUFACTURING SOLUTIONS NA, INC.",industrial,34.5027,-82.65561,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR006630,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071915014,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DISTRIBUTION FACILITY,industrial,34.451766,-82.679429,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBJC,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071927191,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DISTRICT BUS TRANSPORTATION FACILITY,industrial,34.51133,-82.68799,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8BS,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071913230,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL #23250,industrial,34.591091,-82.547957,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8H4,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071932252,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL #25234,industrial,34.50125,-82.521,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCHQ,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071923552,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL #2920 RELO,industrial,34.476889,-82.649028,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8UF,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071920909,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL #30283,industrial,34.359169,-82.580733,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZED8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071933945,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL #30744,industrial,34.406667,-82.796389,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF48,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071933745,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL 23531,industrial,34.50352,-82.61423,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8Z0,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071916227,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL ABBEVILLE - 30774,industrial,34.158611,-82.387222,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZFV0,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ABBEVILLE COUNTY,110071922527,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL CANON,industrial,34.2938,-83.0221,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR1893AC,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CANON,GA,HART COUNTY,110071145967,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL HONEA PATH 31137,industrial,34.461389,-82.414444,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZGTL,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071932778,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR GENERAL SOUTH HARTWELL,industrial,34.337793,-82.957189,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR18B481,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ATLANTA,GA,DEKALB COUNTY,110071903438,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DOLLAR TREE ELBERTON GA,industrial,34.1002,-82.8486,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,GAR153604,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,UNKNOWN,GA,,110070103353,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DUE WEST WWTF,municipal,34.333333,-82.386667,03060103,Upper Savannah,Violation Identified,4952,[],0,0,1,2023,2026,SC0022403,Violation Identified,Violation Identified,0,12,3,0,Non-M,DUE WEST,SC,,110009794277,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DUKE ENERGY CHICKASAW OPGW PROJECT,industrial,34.438056,-82.665833,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZDAR SCR10ZDHU,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071912801,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DUNG TRAN POULTRY HOUSES,industrial,34.3367,-82.9404,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,GAR150022,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,UNKNOWN,GA,,110070014025,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
DURACLEAN,industrial,34.20155,-82.19773,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z8HV,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,GREENWOOD,SC,GREENWOOD COUNTY,110071912445,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
E-Z TUNEZ LLC,industrial,34.499289,-82.615726,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCRNE1015,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071646168,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
EAGLE GROVE SCHOOL AREA WATER SYSTEM EXTENSION,industrial,34.349229,-82.939309,03060103,Upper Savannah,No Violation Identified,1611,[],0,0,0,2023,2026,GAR248CC4,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,HARTWELL,GA,HART COUNTY,110070741646,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
EAGLE GROVE SCHOOL ROAD POULTRY FARM,industrial,34.2797,-83.0045,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR189A46,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,BOWMAN,GA,HART COUNTY,110071299714,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
EAST RIVER SUBDIVISION,industrial,34.48407,-82.60499,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZCFW,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071912762,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ECONOMY LODGE WASTEWATER TREATMENT FACILITY,municipal,34.51,-82.655,03060103,Upper Savannah,Violation Identified,7011,[],0,0,1,2023,2026,SC0023311,Violation Identified,Violation Identified,0,2,1,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110002329980,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ELBERTON SPLASH PAD,industrial,34.116653,-82.862512,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR18B54D,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ELBERTON,GA,ELBERT COUNTY,110071913392,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"ELBERTON, CITY OF (ELBERTON WTP)",municipal,34.13926,-82.85458,03060103,Upper Savannah,No Violation Identified,4941,[],0,0,0,2023,2026,GAG640108,No Violation Identified,No Violation Identified,0,0,2,0,Non-M,ELBERTON,GA,ELBERT COUNTY,110055172931,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"ELBERTON, CITY OF (FORTSON CREEK WPCP)",municipal,34.121333,-82.84775,03060103,Upper Savannah,No Violation Identified,4952,[],0,0,1,2023,2026,GA0025631 GAL025631,No Violation Identified,No Violation Identified,0,2,1,0,Non-M,ELBERTON,GA,ELBERT COUNTY,110006777924,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ELECTRIC CITY DIALYSIS CLINIC,industrial,34.50514,-82.64584,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZEYB,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071931282,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ELECTRIC CITY SIGNS & NEON INC,industrial,34.491667,-82.6775,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR003861,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071436265,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ELECTROLUX - ANDERSON CAMPUS,industrial,34.448552,-82.672494,03060103,Upper Savannah,No Violation Identified,3632,[],0,0,1,2023,2026,SCG250298 SCR005285 SCR10Z7ZB,No Violation Identified,No Violation Identified,0,1,3,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110022918903,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ELI FARM,industrial,34.27059,-82.93678,03060103,Upper Savannah,No Violation Identified,1542,[],0,0,0,2023,2026,GAR18A911,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,HARTWELL,GA,HART COUNTY,110072148382,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
EMERALD HIGH SCHOOL SITEWORK IMPROVEMENT,industrial,34.18888,-82.18405,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZD1X,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,GREENWOOD,SC,GREENWOOD COUNTY,110071926533,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ENTERPRISE MATERIAL HANDLING CLASS 2 LANDFILL,industrial,34.4437,-82.6589,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR006665,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110063654594,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ENVIRO GRANULATION LLC,industrial,34.4345,-82.38756,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR005227 SCR006747 SCR006944,No Violation Identified,No Violation Identified,0,0,1,0,Non-M,HONEA PATH,SC,ABBEVILLE COUNTY,110031245034,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
ERNIE DENARD POULTRY HOUSES - 249 CAMPBELL ROAD,industrial,33.8352,-82.7212,03060103,Upper Savannah,Terminated Permit,,[],0,0,0,2023,2026,GAR150119,,Terminated Permit,0,0,1,0,Non-M,TIGNALL,GA,,110070020230,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
"ETHRIDGE WAY - LOTS 7A, 7B, 8",industrial,34.347777,-82.916676,03060103,Upper Savannah,No Violation Identified,1521,[],0,0,0,2023,2026,GAR38EF62 GAR38EF64 GAR38EF66 GAR38EF67,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,HARTWELL,GA,,110071081203,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
EUWE EUGEN WEXLER US PLASTICS FACILITY EXPANSION ALONG ALLIANCE PARKWAY,industrial,34.637532,-82.585441,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z7Z8,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WILLIAMSTON,SC,ANDERSON COUNTY,110071933138,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
EUWE EUGEN WEXLER US PLASTICS INC.,industrial,34.636859,-82.585143,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCRNE1066,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,WILLIAMSTON,SC,,110071884725,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
F. REED FARMS,industrial,34.33333,-82.85208,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,GAR149074,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,HARTWELL,GA,,110070018779,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
FAIRFAX STREET RESIDENTIAL,industrial,34.51046,-82.678096,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z9B9,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,ANDERSON COUNTY,110071926757,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
FAMILY DOLLAR CALHOUN FALLS,industrial,34.090535,-82.597339,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z7YB,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,CALHOUN FALLS,SC,ABBEVILLE COUNTY,110071916197,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
FIRST CLASS H.A.L.T. MUTUAL DRIVE,industrial,34.54762,-82.63281,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZBJB,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071911237,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
FIRST QUALITY PRINT & PACKAGING LLC (FQP&P LLC),industrial,34.45247,-82.68051,03060103,Upper Savannah,No Violation Identified,,[],0,0,1,2023,2026,SCR005290,No Violation Identified,No Violation Identified,0,1,4,1,Non-M,ANDERSON,SC,ANDERSON COUNTY,110043976702,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
FIRST QUALITY TISSUE (WEST LINE REBUILD),industrial,34.440278,-82.666389,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10Z98X,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,ANDERSON,SC,ANDERSON COUNTY,110071915081,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
FIVE MILE SEWER IMPROVEMENTS,municipal,34.511111,-82.713611,03060103,Upper Savannah,No Violation Identified,,[],0,0,0,2023,2026,SCR10ZF4J,No Violation Identified,No Violation Identified,0,0,0,0,Non-M,,SC,,110071924338,Y,ECHO facility-search export does not expose discharge-parameter groups or pollutant-specific metals.
